cardinal,birth_passage,century,source
"(91) 3. VÉRGEZ ALZAGA, L.C., Fernando","Birth. March 1, 1945, Salamanca, Spain.Education. Joined the Congregation of the Legionaries of Christ (L.C.); perpetual vows, December 25, 1965. He attended the Pontifical Gregorian University in Rome, obtaining degrees in philosophy and theology, and then a diploma as an archivist from the Vatican Secret Archives.",twenty_first_century,fiu_scrape
"(135) 5. BOSCHI, Giulio","Birth. March 2, 1838, Perugia, Italy. The youngest of the eleven children of Francesco Boschi and Giusseppa Mancini. Received the first communion and confirmation from Gioacchino Pecci, archbishop-bishop of Perugia, later Pope Leo XIII.Education. Studied at the Seminary of Perugia; and at the Pontifical Gregorian University, Rome, where he earned a doctorate in theology.",nineteenth_century,fiu_scrape
"(25) 6. COLONNA, Girolamo (1604-1666)","Birth. March 23, 1604, Orsogna, in his family's fief, archdiocese of Chieti. Second of the eleven children of Filippo I Colonna, sixth duke and prince of Paliano, and Lucrezia Tomacelli. The other children were Federico I, Marcantonio V, Carlo (Benedictine, titular patriarch of Jerusalem), Giovanni Battista (patriarch of Jerusalem), Prospero (grand prior of Malta in Spain), Pietro (abbot) Anna, Ippolita (nun in San Egidio monastery, Rome), Clara Maria (nun in San Egidio monastery, Rome) and Maria Teresa (nun in Regina Coeli monastery, Rome). Uncle of Cardinals Gianfrancesco Guidi di Bagno (1627) and Nicolò Guidi di Bagno (1657), on their mother's side. Relative of Cardinals Francesco Barberini, seniore (1623) and Antonio Barberini, iuniore, O.S.Io.Hieros. (1627), because his sister Anna was married to Taddeo Barberini, brother of those cardinals. Other cardinals from the different branches of the family were Giovanni di San Paolo Colonna (1193); Giovanni Colonna (1212); Giacomo Colonna (1278); Pietro Colonna (1288); Giovanni Colonna (1327); Agapito Colonna (1378); Stefano Colonna (1378); Oddone Colonna (1405; later Pope Martin V); Prospero Colonna (1426); Giovanni Colonna (1480); Marco Antonio Colonna, seniore (1565); Ascanio Colonna (1586); Carlo Colonna (1706); Prospero Colonna (1739); Girolamo Colonna (1743); Prospero Colonna (1743); Marcantonio Colonna, iuniore (1759); Pietro Colonna (1766), who took the last name Pamphili; and Nicola Colonna, 1785.Education. Studied humanities in Rome; and later, studied theology in Spain, and at the University of Alcalá de Henares, in that country, obtained a doctorate in utroque iure, both canon and civil law. On his return to Rome, he was promoted to the cardinalate.",seventeenth_century,fiu_scrape
"(12) 11. ALBANI, Gianfrancesco (1649-1721)","Birth. July 23, 1649, Pesaro (1). Of a distinguished Italian family, descendant of refugees from Albania in the fifteenth century. Originally, the family had two branches: Bergamo and Urbino. Son of Carlo Albani, a patrician from Urbino, master of chamber of Cardinal Francesco Barberini, and Elena Mosca. His first name is also listed as Giovanni Francesco. Uncle of Cardinals Annibale Albani (1711), and Alessandro Albani, O.S.Io.Hieros. (1721). Cousin of Cardinals Fabio Olivieri (1715); and Agapito Mosca (1732). Grand uncle of Cardinal Gian Francesco Albani (1747). Great-grand-uncle of Cardinal Giuseppe Albani (1801). The first cardinal of the family was Gian Girolamo Albani (1570).Education. Studied at Collegio Romano, Rome (1660). Queen Christina of Sweden enrolled him in her exclusive Accademia in Rome, where he obtained a doctorate in utroque iure, both canon and civil law, which was conferred upon him at Urbino, where his compatriots had invited him to receive their congratulations.",seventeenth_century,fiu_scrape
"(11) 1. FIRMIAN, Leopold Ernest von (1708-1783)","Birth. September 22, 1708, Trent. First son of Baron Franz Alfons Georg von Firmian, imperial chamberlain and royal counselor, and Countess Barbara Elisabeth von Thun. His brother Franz was special confidant of Emperor Joseph; another brother, Vigilius Augustine, was bishop of Lavant (1744-1754); and his younger brother, Karl Joseph, was Austrian plenipotentiary in Milan. Nephew of Leopold Anton Eleutherius von Firmian, archbishop of Salzburg. Nephew of Joseph Maria von Thun, bishop of Gurk (1741-1762); and of Passau (1762-1763). Uncle of Franz Karl von Firmian, titular bishop of Ascalon, auxiliary of Passau (1773-1778). Grand-uncle of Leopold Maximilian von Firmian, titular bishop of Tiberias and auxiliary of Passau (1797-1800), bishop of Lavant (1800-1822), and archbishop of Vienna (1822-1831). He is also listed as Leopold Ernst Passau; and his first name as Leopoldus Ernestus.Education. Completed his gymnasial studies at Trent; then, studied philosophy in Graz, 1724-1726; and theology at the Jesuit Pontifical Collegium Germanicum, Rome, 1726-1729; although he was in agreement with Jesuit teachers, he established contacts with both the reform circle around the Dominicans, and later, with Cardinal Giuseppe Agostino Orsi, O.P.; there he found and became familiar with Jansenist literature which gave the theological basis for the high moral seriousness which he practiced throughout his own life. For health reasons, he had to leave Rome in 1729, and completed his law studies in Salzburg. There he also joined the Muratori-circle, which advocated for the reform of the Church.",eighteenth_century,fiu_scrape
"(7) 7. ODDI, Giacomo (1679-1770)","Birth. November 11, 1679, Perugia. Youngest of the five children of Francesco (or Pietro) Oddi, count of Antognolla, and Vittoria Biancheri. The other children were Ercole, Cornelio, Marcantonio and Grifone. His first name is also listed as Jacopo; and his last name as Oddus; and as degli Oddi. Nephew on his mother's side of Cardinal Antonio Banchieri (1726). Cousin of Cardinal Giovanni Francesco Banchieri (1753). Uncle of Cardinal Niccolò Oddi, S.J. (1766).Education. Studied at the University of Perugia from 1702 until 1709; he obtained a doctorate in utroque iure, both canon and civil law, on December 21, 1709.",eighteenth_century,fiu_scrape
"(100) 15. SALDARINI, Giovanni","Birth. December 11, 1924, Cantù, archdiocese of Milan, Italy. Eldest child of Mario Saldarini and Adele Carugati. The other siblings were Giuseppe and Palmira. He was baptized in the parish of S. Michele Arcangelo, Milan, on December 21, 1924; and received the sacrament of confirmation from Cardinal Alfredo Ildefonso Schuster, O.S.B., archbishop of Milan.Education. Studied at S. Pietro Martire Seminary, Venegono, from 1938; later, at the Theological Faculty, Milan, where he obtained the license in Sacred Theology; and then, at the Pontifical Biblical Institute, Rome, where he obtained a license in Sacred Scriptures.",twentieth_century,fiu_scrape
"(9) 9. COLONNA, Oddone (1368-1431)","Birth. 1368, Genazzano, Campagna di Roma. Son of Agapito Colona, signore of Genazzano, Capranica Palestrina, San Vito e Ciciliano, and Caterina Conti, of the signori of Valmontone. His first name is also listed as Oddo; as Odone; as Otto; and as Ottone. Uncle of Cardinal Prospero Colonna (1426). Grand uncle of Cardinal Giovanni Colonna (1480). Other cardinals from the different branches of the family were Giovanni Colonna (1212); Giacomo Colonna (1278); Pietro Colonna (1288); Giovanni Colonna (1327); Agapito Colonna (1378); Stefano Colonna (1378); Pompeo Colonna (1517); Marco Antonio Colonna, seniore (1565); Ascanio Colonna (1586); Girolamo Colonna (1627); Carlo Colonna (1706); Prospero Colonna (1739); Girolamo Colonna (1743); Prospero Colonna (1743); Marcantonio Colonna, iuniore (1759); Pietro Colonna (1766), who took the last name Pamphili; and Nicola Colonna, 1785. He was called the Cardinal Colonna.Education. Studied law at the University of Pavia.",fifteenth_century,fiu_scrape
"(20) 2. SAULI, Antonmaria (1541-1623)","Birth. 1541 (1), Genoa. Of a patrician family that gave the Republic of Genoa three doges and the Church eight bishops. Son of Ottaviano Sauli and Giustiniana. Uncle of Cardinal Alfonso Visconti (1599) and Cardinal Girolamo Lomellini (1652). Another cardinal of the family was Bandinello Sauli (1511). His first name is also listed as Antonio only; and as Antonio Maria; and his last name as Saulio.Education. Studied at the University of Bologna; and at the University of Padua, where he earned a doctorate in law.",sixteenth_century,fiu_scrape
"(54) 3. MARMAGGI, Francesco","Birth. August 31, 1876, Rome, Italy.Education. Studied at the Pontifical Roman Seminary, where he earned doctorates in philosophy and theology.",twentieth_century,fiu_scrape
"(3) 3. REIG Y CASANOVA, Enrique","Birth. January 20, 1859, Valencia, Spain. Of a family from the town of Agullent, Valencia. Son of Francisco Reig and Ramona Casanova.Education. Studied ""bachillerato"" at the Institute of Xátiva; entered the Seminary of Valencia for his ecclesiastical studies; feeling unworthy of the priesthood, he left the seminary shortly before receiving the priestly ordination.",twentieth_century,fiu_scrape
"(18) 15. AVALOS D'ARAGONA, O.S. Iacobis, Innico d' (1535/1536-1600)","Birth. 1535/1536, Naples. He is also listed as Ignazio D'Avalos y de Aragona. Son of Alfonso d'Avalos d'Aquino d'Aragona, marquis of Vasto and Pescara, and Maria d'Aragona, of the dukes of Montalto. He was called Cardinal d'Aragona. He is also listed as Ignazio d'Avalos y de Aragona. Cardinal Gaspar de Ávalos de la Cueva (1544) belonged to another branch of the family.Education. (No information found).",sixteenth_century,fiu_scrape
"(12) 4. ROSARIO, Virgilio (1499-1559)","Birth. 1499, Spoleto. Third child of Pierantonio Rosario. His last name is also listed as Rosari.Education. Obtained a doctorate in utroque iure, both canon and civil law.",sixteenth_century,fiu_scrape
"(32) 4. CADELLO, Diego Gregorio (1735-1807)","Birth. March 1, 1735, Cagliari, Sardinia. Son of Francesco Ignazio Cadello, a jurist, and his third wife, Angela Maria Cugia. Baptized, March 12, 1735. He belonged to the house of the marquises of San Sperato.Education. Studied at the University of Cagliari and obtained a doctorate in utroque iure, both canon and civil law, August 12, 1761.",nineteenth_century,fiu_scrape
"(8) 2. GIRAUD, Bernardino (1721-1782)","Birth. July 14, 1721, Rome. The family, of French origin, had moved in the mid-seventeenth century from Lyon to Rome, where it had become rich as traders, making large purchases of real estate in Lazio, earning the title of count and a solid social position. They owned the monumental palace of Borgo (today in Via della Conciliazione), attributed to Bramante. Third of the five children of Pietro Giraud and Altilia Zagaroli. The other siblings were Alessio, Stefano, Ferdinando and Plautilla.Education. Studied philosophy and theology at Collegio Tolomei, in Siena, under Father Lorenzo Ricci, S.J., future superior general of the Society of Jesus; and later, at the University of Siena, where he earned a doctorate in utroque iure, both canon and civil law, on September 11, 1738.",eighteenth_century,fiu_scrape
"(71) 2. TISSERANT, Eugène","Birth. March 24, 1884, Nancy, France, in a house which his maternal grandparents had bought twenty years earlier. Son of Hippolyte Tisserant, a veterinarian, and Ocatvée Connard, both from Alsace-Lorraine. His godfather was his uncle Eugène Tisserant, who exerted a great influence on his godson because of his large personal library, which helped develop in the youngster a great love for books. His baptismal name was Eugène-Gabriel-Gervais-Laurent. His last name is also listed as Tisserand. He was the fourth of the six children of the family and the eldest of the three boys; one of his sisters became a nun of the Christian Doctrine; and one of the brothers, a priest of the Fathers of the Holy Spirit and spent forty years as a missionary in Oubangui-Chari, which later became the Central African Republic.Education. He learned to read when he was five years old (1). He studied at the Gymnasium-Lyceums Saint-Léopold and of Saint Sigisbert, Nancy, for eight years (humanistic and scientific studies. especially chemistry and physics, in which he earned several prizes); he then entered the Major Seminary of Nancy, Nancy, 1900-1904 (theology, Sacred Scripture, Hebrew, Syriac, Old Testament, Oriental Patrology); Dominican ""Scuola S. Stefano"", Jerusalem, 1904-1905 (directed by Fr. Reginald Garrigou-Lagrange, O.P.); returned to France in June 1905 for the military service; Catholic Institute, Paris (diploma in five languages: Hebrew, Syriac, Arambic, Ethiopian and Assyrian); Pontifical Biblical Institute, Jerusalem. Fr. Fulcran Grégoire Vigouroux, manifested his wish of having Eugène in Rome, where the basis of the future ""Istituto Biblico"" were being prepared, and invited him, in the name of Pope Pius X, to accept a professorship of Assyrian language on March 19, 1907. He was fluent in thirteen languages: Amharic, Arabic, Akkadian, English, French, German, Greek, Hebrew, Italian, Latin, Persian, Russian, Syriac.",twentieth_century,fiu_scrape
"(58) 7. SUHARD, Emmanuel-Célestin","Birth. April 5, 1874, Brains-sur-les-Marches, diocese of Laval, France. Son of Emmanuel Suhard and Jeanne Marsollier; his father died a month after his birth. He was baptized the same day of his birth by Abbé Lambert in the parish church of Brains; the godfather was Célestin Marsollier and the godmother, Anne Suhard. He received his first communion on June 1, 1884; and was confirmed in 1885 in the church of La Roë.Education. Studied at the Minor Seminary of Mayenne, diocese of Laval; at the Grand Seminary of Laval; at the Pontifical French Seminary, Rome; and at the Pontifical Gregorian University, Rome, where he obtained doctorates in philosophy and theology and a licentiate in canon law.",twentieth_century,fiu_scrape
"(6) 6. MOONEY, Edward Aloysius","Birth. May 9, 1882, Mount Savage, archdiocese of Baltimore, Maryland, United States of America. From a family of coal miners. Son of Thomas Mooney and Sarah Heneghan.Education. Studied at Saint Charles College, Ellicott City; at Saint Mary's Seminary, Baltimore; and at the Pontifical Urbanian Athenaeum ""De Propaganda Fide,"" Rome.",twentieth_century,fiu_scrape
"(2) 2. BORROMEO, Carlo (1538-1584)","Birth. October 2, 1538, Wednesday, between 8 and 9 a.m., in a stanza called ""dei Tre Laghi"", later called ""di san Carlo"", Arona, diocese of Novara. Second son, and the third of six children, of Count Giberto II Borromeo and Margherita de' Medici, sister of Pope Pius IV. He was baptized in the parish church of Arona. Cousin of Cardinals Gianantonio Serbelloni (1560); Mark Sittich von Hohenems (1561); Guido Luca Ferrero (1565); and Federico Borromeo, seniore (1587). Uncle of Cardinal Giberto Borromeo, seniore (1652). Other cardinals of the family were: Federico Borromeo, iuniore (1670); Giberto Bartolomeo Borromeo (1717); Vitaliano Borromeo (1766); and Edoardo Borromeo (1868).Education. Studied humanities in Milan under Fr. Giacomo Merula; University of Pavia, Pavia, from October 1552 (doctorate in utroque iure, both canon and civil law, December 6, 1559; studied under Francesco Alciato, later a cardinal).",sixteenth_century,fiu_scrape
"(42) 1. BERNADOU, Victor-Félix","Birth. June 25, 1816, Castres, archdiocese of Albi, France.Education. Saint-Sulpice Seminary, Paris.",nineteenth_century,fiu_scrape
"(82) 7. SIM, Cornelius","Birth. September 16, 1951, Seria, Brunei (officially Brunei Darussalam that means Abode of Peace). He is of Chinese and Dusunic descent. Eldest of the six children of Lawrence Sim and Monica Yeo (both deceased). The other children were Dorothy, Felix, Charles, Bridgit and Frederick. His grandfather was the first to be baptized in his family and among the first in his town. His parents were not keen on his faith formation either. He was brought up in the church. He went to Catholic school, was an altar server, in the Legion of Mary, until he finished high school. Cornelius stopped practicing the Catholic religion as a university student. The death of his father posed some existential questions, which ultimately persuaded him to enter a seminary.Education. He held an engineering degree from Dundee University, Scotland, United Kingdom, and worked for Shell Oil Company until 1985. In 1988 he obtained a masters in theology from the Franciscan University of Steubenville, Ohio, United States of America.",twenty_first_century,fiu_scrape
"(65) 1. GUISE DE LORRAINE, Charles I de (1524-1574)","Birth. February 17, 1524 (1), Joinville, France. Second son of Duke Claude de Guise and Antoinette de Bourbon-Vendôme. He was duke of Chevreuse. He is also known as the first Cardinal of Guise; as the second Cardinal of Lorraine; and in 1550, after the death of his uncle, Jean de Lorraine (1518), as the first Cardinal of Lorraine. Brother of Cardinal Louis I de Guise de Lorraine (1553). Uncle of Cardinal Louis II de Guise (1578). Grand-uncle of Cardinal Louis III de Guise (1615).Education. Studied at Collège de Navarre, Paris (theology). He was a skilled orator.",sixteenth_century,fiu_scrape
"(15) 12. PERRENOT DE GRANVELLE, Antoine (1517-1586)","Birth. August 20, 1517, Ornans, near Besançon, France. Son of Nicolas Perrenot de Granvelle, chancellor of Emperor Charles V.Education. Began his studies in Dôle; studied at the Universities of Paris, Padua and Louvain (doctorates in philosophy and theology). He spoke seven languages.",sixteenth_century,fiu_scrape
"(23) 23. HERRERA ORIA, Ángel","Birth. December 19, 1886, Santander, Spain. Thirteenth of the fifteen children of José Herrera Ariosa and Asunción Oria. Four of the siblings were Jesuit priests, one of them a missionary in China.Education. Secondary studies with the Jesuit Fathers in Valladolid; University of Deusto, Deusto (law); University of Salamanca, Salamanca (licentiate in law, 1905); University of Fribourg, Fribourg, Switzerland (ecclesiastical studies, 1936-1940).",twentieth_century,fiu_scrape
"(26) 11. DANNEELS, Godfried","Birth. June 4, 1933, Kanegem, diocese of Brugge, Belgium. He was the eldest of six siblings.Education. Studied at the Catholic University, Louvain; and at the Pontifical Gregorian University, Rome, where he earned a doctorate in theology. He speaks Dutch, English, French, German and Italian.",twentieth_century,fiu_scrape
"(2) 2. GAZZOLA, O.F.M.Ref., Bonaventura (1744-1832)","Birth. April 21, 1744, Piacenza. His baptismal name was Domenico Giuseppe. His last name is also listed as Gazola.Education. Entered the Order of the Friars Minor Reformed, June 7, 1761; took the name Bonaventura; Franciscan convents of Piacenza and Parma (philosophy and theology); University of Urbino, Urbino (doctorate in canon law).",nineteenth_century,fiu_scrape
"(7) 7. BRANCACCIO, Tommaso (?-1427)","Birth. (No date found), Naples. Nephew of Antipope John XXIII on his mother's side. He is also listed as Tommaso Tortello Brancaccio; and his last name as Brancati; and as Brancatius. Other cardinals of his family were: Landolfo Brancaccio (1294); Ludovico Bonito (1408); Niccolò Brancaccio, pseudocardinal of Clement VII (1378); Rinaldo Brancaccio (1384); Francesco Maria Brancaccio (1633); and Stefano Brancaccio (1681). He was called the Cardinal of Tricarico.Education. (No information found).",fifteenth_century,fiu_scrape
"(18) 18. DANTE, Enrico","Birth. July 5, 1884, Rome, Italy. Son of Achille Dante, a devoted supporter of Giuseppe Garibaldi, the Italian patriot, and Zenaide Ingegni; he had a brother who was a missionary in Brazil. To escape from the Austrian police, the father moved to Rome and died there when Enrico was eight.Education. Secondary studies with the Fathers of Sion, Paris; resided at Almo Collegio Capranica, Rome, from 1901, while studying at the Pontifical Gregorian University, Rome, where he earned doctorates in philosophy, theology canon law and civil law; and finally, at the Studium of the Sacred Roman Rota, Rome, where he obtained a diploma of advocate rotale.",twentieth_century,fiu_scrape
"(33) 1. CORIO, Marcellino (1664-1742)","Birth. September 6 (or 9), 1664, Milan. From a noble and patrician family. Eldest of the three children of Count Filippo Corio and Laura Airoldi, of the counts of Lecco. The other siblings were Ippolita and Antonio. His last name is also listed as Cori; as Corius; as Coirus; and as Cojrus.Education. Initial studies in Milan; later, he attended the University of Pavia, where he obtained a doctorate in utroeuqe iure, both canon and cicvil law in 1686.",eighteenth_century,fiu_scrape
"(40) 2. BICHI, Alessandro (1596-1657)","Birth. September 30, 1596, Siena. Son of Vincenzo Bichi and Faustina Piccolomini. Nephew of Cardinal Metello Bichi (1611). Other cardinals of the family were Antonio Bichi (1657); Carlo Bichi (1690); and Vincenzo Bichi (1731).Education. Studied in Siena.",seventeenth_century,fiu_scrape
"(10) 9. PÉRAULT, O.S.A., Raymund (1435-1505)","Birth. May 28, 1435, Saint-Germain de Marencennes, Surgères, diocese of Saintes, France. Of an obscure family. His last name is also listed as Peraudi; as Perauldi; and as Péraud and his first name as Raimund and as Raimondo. He was called the Cardinal of Gurk.Education. Entered the order of Saint Augustine (1). Studied at Collège de Navarre, Paris, 1470-1476, where he obtained a doctorate in theology in 1476.",fifteenth_century,fiu_scrape
"(66) 12. GOUYON, Paul","Birth. October 24, 1910, Bordeaux, France. His baptismal name was Paul-Joseph-Marie.Education. University of Bordeaux, Bordeaux; Seminary of Bordeaux, Bordeaux; Seminary of Saint-Sulpice, Paris; Pontifical Gregorian University, Rome; Institut Catholique, Paris.",twentieth_century,fiu_scrape
"(1) 1. BONCOMPAGNI, Filippo (1548-1586)","Birth. September 7, 1548 (1), Bologna. Son of Boncompagno Boncompagni and Cecilia Bargellini. Bolognese patrician. Nephew of Pope Gregory XIII (1572-1585). Cousin of Cardinal Filippo Guastavillani (1574). Uncle of Cardinal Francesco Boncompagni (1621). Grand-uncle of Girolamo Boncompagni (1664). Great grand-uncle of Giacomo Boncompagni (1695).Education. University of Bologna, Bologna (doctorate in utroque iure, both canon and civil law, February 23, 1571).",sixteenth_century,fiu_scrape
"(18) 1. ASTORGA Y CÉSPEDES, Diego de (1664-1734)","Birth. October 10, 1664, Gibraltar, diocese of Cádiz, Spain (1). Of a modest family. His second last name is also listed as Cespides.Education. Studied at the University of Granada, where he obtained a licentiate in canon law.",eighteenth_century,fiu_scrape
"(41) 1. GUIDOBONO CAVALCHINI, Francesco (1755-1828)","Birth. December 4, 1755, Tortona. Son of Pietro Alberto Guidobono Cavalchini, baron of the Holy Roman Empire, and Antonia Maria dalla Valle Agnelli Maffei, patrician of Casale Monferrato. Grand-nephew of Cardinal Carlo Alberto Guidobono Cavalchini (1743). His last name is also listed as Cavalchini Guidobono.Education. Initially, he studied in Tortona; then, at Collegio Clementino, Rome, 1769, under the protection of his grand-uncle; and later, at the Pontifical Academy of Ecclesiastical Nobles, Rome, 1775 (diplomacy).",nineteenth_century,fiu_scrape
"(4) 4. GIROLAMI, Raffaele Cosimo de' (1670-1748)","Birth. September 10, 1670, Florence. He was the youngest of the two children of Piero Zanobi de' Girolami, balì of S. Stefano, and Maria Csterina Canigiani.Education. Studied at the University of Pisa, where he doctorate in utroque iure, both canon and civil law, on June 9, 1695; and later, at the University of Florence, where he earned the title of magister in theology on November 24, 1699.",eighteenth_century,fiu_scrape
"(24) 5. BARBERINI, iuniore, O.S.Io.Hieros., Antonio (1607-1671)","Birth. August 4 (or 5), 1607, Rome. Son of Carlo Barberini and Costanza Magalotti. Brother of Taddeo Barberini, prince of Palestrina and prefect of Rome, and of Cardinal Francesco Barberini, seniore (1623). Nephew of Pope Urban VIII; and of Cardinals Antonio Barberini, seniore, O.F.M.Cap. (1624) and Lorenzo Magalotti (1624). Cousin of Cardinal Francesco Maria Machiavelli (1641). Uncle of Cardinal Carlo Barberini (1653). Grand-uncle of Cardinal Francesco Barberini, iuniore (1690).Education. (No information found).",seventeenth_century,fiu_scrape
"(69) 18. BOETTO, S.J., Pietro","Birth. May 19, 1871, Vigone, archdiocese of Turin, Italy. Of a relatively modest family. Son Antonio Boetto and Caterina Anghilano. He was baptized in the parish church of Vigone. In 1883, he received the sacrament of confirmation from Bishop Filippo Chiesa of Pinerolo. He had two brothers and three sisters.Education. Studied at the Diocesan Seminary of Giaveno from 1884 to1888. Joined the Society of Jesus, February 1, 1888; Novitiate of Chieri, 1888-1891; took the first vows, September 8, 1890; the final vows, February 2, 1906; philosophate, Chieri, October 1, 1891-1894; magisterium, ""Collegio Convitto della Visitazione"", Como, 1894-1898; theologate, Chieri, 1898-1902. Received the subdiaconate on July 28, 1901; and the diaconate on July 29, 1901.",twentieth_century,fiu_scrape
"(22) 4. ESTAING, O.S.B., Guillaume-Hugues d' (?-1455)","Birth. (No datew found), Etain, diocese of Verdun. Son of Hugues, called also Huln. He is also listed in German sources as Wilhelm Huhn. His last name is also listed as de Stagno. He was called the Cardinal of Metz.Education. Obtained a doctorate in utroque iure, both canon and civil law. Entered the Order of Saint Benedict (Benedictines).",fifteenth_century,fiu_scrape
"(32) 1. CAPECE ZURLO, Theat., Giuseppe Maria (1711-1801)","Birth. January 3, 1711, Monteroni, archdiocese of Bari. Of the noble family of the princes of Zurlo. Youngest of the six children of Prince Giacomo Capece Zurlo and Ippolita Sambiase. The other siblings were Giovanni Antonio, Beatrice, Vittoria, Nicola and Giovanna. His last name is also listed as Capicio.Education. Studied at the Theatine school of S. Paolo, Naples, from 1722; entered the Congregation of the Clerics Regular Theatines; professed, January 6, 1727 (1). Received the diaconate, February 28, 1733. Studied philosophy and theology in Theatine houses of study, Rome.",eighteenth_century,fiu_scrape
"(35) 2. CAFFARELLI, Prospero (1592/1593-1659)","Birth. 1592/1593, Rome. Of an ancient and illustrious family. Second child of Alessandro (or Curzio) Caffarelli, conservatore of Rome in 1608, and Pantasilea (Panta) Astalli. The other children were Fausto (archbishop of S. Severina and nuncio in Savoy), Pierto (conservatore of Rome in 1648), Gianandrea (infantry captain) and Francesco Antonio (killed in the battle of Lützen in 1631). He was related to Pope Paul V.Education. Studied at the Jesuit Collegio Romano.",seventeenth_century,fiu_scrape
"(39) 4. MORAN, Francis Patrick","Birth. December 16, 1830, Leighlinbridge, county Carlow, diocese of Kildare, Ireland. Son of Patrick Moran, a prosperous merchant, and Alicia Mary Cullen. The family had five children. One of his sisters, Teresa, was a Dominican nun. Nephew of Cardinal Paul Cullen (1866), who was his mother's stepbrother. His mother died when he was fourteen months old and his father when he was eleven years old; and three of his siblings died young. The Cullen family of Craan, Carlow, took care of him until 1842, when he was placed under the care of his mother's half-brother, Paul, who was rector of the Irish College, Rome, who became the formative influence of Francis Patrick.Education. In Rome, he studied humanities, philosophy and theology at Seminario Romano, residing at the Irish College; later, he attended the Urbanian Athenaeum of Propaganda Fide, Rome, where he earned a doctorate in theology in 1852; Gioacchino Pecci, archbishop-bishop of Perugia, future Pope Leo XIII, was one of his examiners. Besides English, he spoke Italian, Latin, French, German, Spanish and Irish, as well as Hebrew and biblical Greek.",nineteenth_century,fiu_scrape
"(5) 4. ALDOBRANDINI, iuniore, Ippolito (1596-1638)","Birth. 1596, Rome. Son of Gianfrancesco Aldobrandini, prince of Rossano, and Olimpia di Pietro. Grand-nephew of Pope Clement VIII (1592-1605); and of Cardinal Giovanni Aldobrandini (1570). Nephew of Cardinals Pietro Aldobrandini (1593) and Cinzio Passeri Aldobrandini (1593). Brother of Cardinal Silvestro Aldobrandini, O.S.Io.Hier. (1603). Other cardinals of the family were Baccio Aldobrandini (1652); and Alessandro Aldobrandini (1730).Education. (No information found).",seventeenth_century,fiu_scrape
"(36) 9. WAZA, S.J., Jan Olbracht (1612-1634)","Birth. May 25, 1612, Kraków, Poland. Son of King Zygmunta III Wazy of Poland and Konstanze of Habsburg, archduchess of Austria. He had four brothers, Jan Kazimierz, the younger (cardinal); Jan II Kazimierz; Karol Ferdynand (bishop of Wrocław, 1625-1655; and Płock, 1640-1655); and Aleksander Karol; two sisters, Anna Konstancja and Anna Katarzyna Konstancja; two half-brothers. Władysław IV, king of Poland; and Krzysztof; and three half-sisters, Anna Maria, Katarzyna and Katarzyna. Nephew of Leopold Habsburg, bishop of Strasbourg (1607-1626); and of Karol Habsburg, bishop of Wrocław (1608-1624). Brother of Cardinal Jan Kazimierz Waza, S.J. (1646). Related to Cardinal Fryderyk Jagiellończyk (1493). His family name is also listed as Vasa, Wasa and Wazów.Education. Entered the Society of Jesus. Studied at the houses of formation of his order.",seventeenth_century,fiu_scrape
"(74) 13. CLANCY, Edward Bede","Birth. December 13, 1923, Lithgow, diocese of Bathurst, Australia. Son of John Bede Clancy, a school teacher, and Ellen Lucy Edwards. He had three suster, Kathleen (deceased), Mary and Iris; and a brother, Brother Ken, a member of the Missionaries of the Sacred Heart. His mother died when he was young and he was brought up by his headmaster father, who imbued young Edward (Ted) with the disciplined spirit of the times.Education. Studied at Holy Camp Public School, Grenfell; St. Monica's Primary School; and Good Samaritan School, Richmond; and Marist Brothers' College, Parramatta; then at St. Columba's College, Springwood; at St. Patrick's College, Manly; at the Pontifical International Athenaeum Angelicum, where he obtained a licentiate in theology in 1955; at the Pontifical Biblical Institute, Rome, where he earned a licentiate in Sacred Scriptures in 1955; at the Pontifical Urbanian University, Rome, where he obtained a doctorate in theology in 1965.",twentieth_century,fiu_scrape
"(47) 8. SIMONETTI, Giuseppe (1709-1767)","Birth. September 23, 1709, Castelnuovo di Farfa, abbey nullius of Farfa, province of Sabina, where his family possessed a signorie, a fiefdom and a palace. Of the Simonetti and Corradini families. Of the marquises of Simonetti. Roman noble.Education. Initial education at home; then, he was sent to Rome to study at the Jesuit Collegio Romano; under the direction of Cardinal Francesco Barberini, abbot commendatario of Farfa; applied himself to the legal studies at La Sapienza University, Rome, where he earned a doctorate in utroque iure, both canon and civil law, on June 16, 1735. Feeling inclined to the clerical vocation, he entered the service of the Holy See.",eighteenth_century,fiu_scrape
"(16) 4. VIDMAN, Cristoforo (1617-1660)","Birth. 1617, Venice. Son of Giovanni Vidman, count of Ortenburg. Descendant of an ancient German family. His last name is also listed as Widman.Education. Obtained a doctorate in utroque iure, both canon and civil law.",seventeenth_century,fiu_scrape
